method,row,col,value
baseline,glue/sst2,glue/sst2,1.0
baseline,glue/sst2,yelp_polarity,0.49862697576267123
baseline,glue/sst2,amazon_polarity,0.6339114579073841
baseline,yelp_polarity,glue/sst2,0.49862697576267123
baseline,yelp_polarity,yelp_polarity,1.0
baseline,yelp_polarity,amazon_polarity,0.5126483547057322
baseline,amazon_polarity,glue/sst2,0.6339114579073841
baseline,amazon_polarity,yelp_polarity,0.5126483547057322
baseline,amazon_polarity,amazon_polarity,1.0
ours,glue/sst2,glue/sst2,1.0
ours,glue/sst2,yelp_polarity,0.6495434500190181
ours,glue/sst2,amazon_polarity,0.7243369719535248
ours,yelp_polarity,glue/sst2,0.6495434500190181
ours,yelp_polarity,yelp_polarity,1.0
ours,yelp_polarity,amazon_polarity,0.6642480490028999
ours,amazon_polarity,glue/sst2,0.7243369719535248
ours,amazon_polarity,yelp_polarity,0.6642480490028999
ours,amazon_polarity,amazon_polarity,1.0
