step,train_step_loss,train_acc,train_loss,val_acc,val_loss
30.0,0.513935054341952,0.6407748204658676,0.6086146233064506,0.628029917981617,0.6199395778856125
60.0,0.6604640930891037,0.6726396247318888,0.5848323325543989,0.6599497345033524,0.5987547945777351
90.0,0.47158369421958923,0.7258741706651518,0.5306943871525658,0.707044088118776,0.547495755416279
120.0,0.6501064995924631,0.7239045932491232,0.5459818385044753,0.6950276577247493,0.5857846650607432
150.0,0.5770997802416483,0.7602080584571759,0.4811089451009769,0.7468549013544958,0.5149825269706101
180.0,0.32036883508165676,0.7874584101755914,0.4534151185854922,0.7558799458855897,0.4937287380898641
210.0,0.7558024724324545,0.8065763384201907,0.4375827577865801,0.7565446008962707,0.4835919068526582
240.0,0.5907611213624477,0.7951200747377921,0.43486104647544316,0.7655789659809522,0.47670739952260366
270.0,0.40634365131457645,0.8250338838783087,0.39374375284184165,0.7955205770110401,0.46256168315844404
300.0,0.5967401141921679,0.8222386788693248,0.3977594600074828,0.7803164465941442,0.45536995002427744
330.0,0.5228119045495987,0.8147890059148398,0.39497244522954783,0.7706165809752615,0.4645180814746424
360.0,0.5753294602036476,0.8739554353813449,0.30771400124425574,0.8324767699341021,0.39058220980920216
390.0,0.44527410467465717,0.8796884076247663,0.2989799725805002,0.8385656817262154,0.3939348806742749
400.0,0.21281807497143745,0.8764102047796793,0.30276298817181874,0.8279881626933395,0.4016144986064609
